         381229104 function calls (381226101 primitive calls) in 695.170 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       16    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/response.py:889(_raw_read)
       19    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/cookies.py:140(get_cookie_header)
       30    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/utils.py:828(select_proxy)
        1    0.001    0.001    0.001    0.001 {built-in method _socket.getaddrinfo}
       13    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/huggingface_hub/utils/_auth.py:121(_get_token_from_file)
      649    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
       15    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/huggingface_hub/utils/_http.py:78(add_headers)
       15    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/models.py:483(prepare_headers)
       71    0.001    0.000    0.001    0.000 {built-in method _codecs.utf_8_decode}
      337    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/email/_policybase.py:293(header_source_parse)
       15    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/http/client.py:961(send)
       15    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/poolmanager.py:321(connection_from_context)
     3331    0.001    0.000    0.001    0.000 {built-in method builtins.abs}
     3362    0.001    0.000    0.001    0.000 {method 'release' of '_thread.RLock' objects}
      170    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/urllib/parse.py:159(hostname)
      105    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/utils.py:335(to_key_val_list)
       15    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/adapters.py:523(request_url)
        7    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/tqdm/std.py:663(__new__)
       15    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/ssl.py:1225(sendall)
       15    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/connection.py:384(putrequest)
       34    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/http/cookiejar.py:1604(make_cookies)
      427    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/email/_policybase.py:311(header_fetch_parse)
    18/13    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/sre_parse.py:435(_parse_sub)
        1    0.000    0.000    0.001    0.001 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/logging/__init__.py:1470(warning)
       90    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/http/client.py:1232(putheader)
       31    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/posixpath.py:376(abspath)
        2    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/logging/__init__.py:1576(makeRecord)
        2    0.001    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/logging/__init__.py:283(__init__)
        4    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/filelock/_api.py:82(__call__)
      568    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x5580802da760}
       15    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/http/client.py:1076(putrequest)
       15    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/email/message.py:451(items)
       15    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/connectionpool.py:256(_get_conn)
      120    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/email/message.py:462(get)
    18/13    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/sre_parse.py:493(_parse)
       15    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/email/message.py:459(<listcomp>)
       15    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/adapters.py:280(cert_verify)
      517    0.001    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/urllib/parse.py:114(_coerce_args)
       60    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/email/message.py:564(get_content_type)
       15    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/ssl.py:1198(send)
       30    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/cookies.py:521(cookiejar_from_dict)
       68    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/email/message.py:497(get_all)
       23    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/huggingface_hub/utils/_http.py:352(hf_raise_for_status)
      427    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/email/_policybase.py:281(_sanitize_header)
      382    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/email/feedparser.py:128(__next__)
       15    0.001    0.000    0.001    0.000 {method 'write' of '_ssl._SSLSocket' objects}
      337    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/_collections.py:300(add)
       15    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/response.py:602(__init__)
        4    0.000    0.000    0.001    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/inspect.py:3243(signature)
        4    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/inspect.py:2989(from_callable)
       31    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/posixpath.py:337(normpath)
        4    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/inspect.py:2369(_signature_from_callable)
      592    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/structures.py:46(__setitem__)
        4    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/huggingface_hub/file_download.py:1806(_get_pointer_path)
        2    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/tqdm/_monitor.py:30(__init__)
       24    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/pathlib.py:851(__truediv__)
        1    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/huggingface_hub/_snapshot_download.py:28(snapshot_download)
      397    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/_collections.py:257(__getitem__)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/models.py:658(__init__)
        6    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/transformers/utils/hub.py:226(http_user_agent)
       40    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/huggingface_hub/utils/_validators.py:119(validate_repo_id)
        1    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/util/ssl_.py:225(create_urllib3_context)
      707    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/transformers/tokenization_utils_base.py:1393(__init__)
       24    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/pathlib.py:613(_make_child)
        5    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/posixpath.py:465(relpath)
      105    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/_collections_abc.py:820(__contains__)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/email/feedparser.py:184(close)
      228    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/pathlib.py:239(splitroot)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/email/feedparser.py:139(__init__)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/email/feedparser.py:101(push)
       45    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/email/message.py:588(get_content_maintype)
      185    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/urllib/parse.py:201(_hostinfo)
       13    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/sre_compile.py:598(_code)
       19    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/http/cookiejar.py:1361(add_cookie_header)
       19    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/uuid.py:713(uuid4)
       28    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/posixpath.py:228(expanduser)
       13    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/huggingface_hub/utils/_headers.py:175(_http_user_agent)
      424    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/structures.py:51(__getitem__)
        4    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/inspect.py:2274(_signature_from_function)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/poolmanager.py:95(_default_key_normalizer)
        2    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/threading.py:909(start)
        3    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/huggingface_hub/utils/_http.py:485(_format)
        8    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/transformers/utils/hub.py:249(extract_commit_hash)
        1    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/ssl.py:487(__new__)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/logging/__init__.py:1458(info)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/models.py:588(prepare_auth)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/adapters.py:373(build_connection_pool_key_attributes)
       19    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/utils.py:650(requote_uri)
       36    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/response.py:766(_error_catcher)
      382    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/email/feedparser.py:78(readline)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/poolmanager.py:346(connection_from_pool_key)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/http/client.py:247(__init__)
       49    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/http/cookiejar.py:1266(__init__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:942(source_to_code)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/utils.py:258(extract_zipped_paths)
      189    0.000    0.000    0.000    0.000 {built-in method builtins.any}
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/adapters.py:76(_urllib3_request_context)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/utils.py:1008(get_auth_from_url)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
       87    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/http/cookiejar.py:1231(deepvalues)
       19    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/structures.py:76(copy)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/util/response.py:40(assert_header_parsing)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.__build_class__}
       60    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/utils.py:1024(check_header_validity)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:670(_compile_bytecode)
        7    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/tqdm/std.py:686(_decr_instances)
       22    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/response.py:666(release_conn)
       81    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/pathlib.py:606(_format_parsed_parts)
       32    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/util/url.py:301(_normalize_host)
       25    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/queue.py:122(put)
     1465    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
      351    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/posixpath.py:41(_get_sep)
       37    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/urllib/parse.py:818(quote)
      697    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       14    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/util/connection.py:15(is_connection_dropped)
        3    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/transformers/utils/import_utils.py:2164(__init__)
        1    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/transformers/models/bert/tokenization_bert.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/transformers/utils/import_utils.py:2701(spread_import_structure)
      140    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/pathlib.py:598(_from_parsed_parts)
        7    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/tqdm/utils.py:333(_screen_shape_linux)
       46    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/contextlib.py:279(helper)
    91/31    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/abc.py:121(__subclasscheck__)
      184    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/pathlib.py:519(__len__)
        3    0.000    0.000    0.000    0.000 {built-in method marshal.loads}
       13    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/sre_compile.py:536(_compile_info)
       34    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/cookies.py:542(merge_cookies)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/socket.py:302(makefile)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/connectionpool.py:294(_put_conn)
       14    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/connection.py:345(is_connected)
       30    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/util/url.py:263(_remove_path_dot_segments)
       27    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/urllib/parse.py:494(urlunparse)
      546    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/queue.py:154(get)
    91/31    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       46    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/util/timeout.py:109(__init__)
        1    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/transformers/models/bert/tokenization_bert_fast.py:1(<module>)
       23    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/utils.py:764(get_proxy)
      442    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/email/utils.py:51(_has_surrogates)
       19    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/posixpath.py:150(dirname)
        2    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/threading.py:582(wait)
       30    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/connectionpool.py:346(_get_timeout)
      120    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/utils.py:1035(_validate_header_part)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/email/feedparser.py:53(__init__)
       48    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
       14    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/util/wait.py:113(wait_for_read)
       87    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/http/cookiejar.py:1227(vals_sorted_by_key)
        2    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/threading.py:288(wait)
       19    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/uuid.py:138(__init__)
      222    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
     1653    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/shlex.py:68(punctuation_chars)
    78/18    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/transformers/utils/import_utils.py:2748(propagate_frozenset)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/models.py:106(_encode_params)
       16    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/response.py:832(_fp_read)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:564(module_from_spec)
       67    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/logging/__init__.py:1715(isEnabledFor)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/response.py:341(__init__)
       36    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/pathlib.py:863(parent)
        4    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/urllib/parse.py:524(urljoin)
      337    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/email/message.py:479(set_raw)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/email/message.py:213(get_payload)
      507    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       30    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
       14    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/util/wait.py:57(poll_wait_for_socket)
       37    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/urllib/parse.py:889(quote_from_bytes)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:492(_init_module_attrs)
       38    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/cookies.py:358(update)
       30    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/util/timeout.py:188(clone)
       30    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/cookies.py:534(<listcomp>)
       16    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/http/client.py:449(read)
       45    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/sessions.py:84(<listcomp>)
       21    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/_weakrefset.py:63(__iter__)
       13    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/huggingface_hub/utils/_auth.py:116(_get_token_from_environment)
       90    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/connection.py:453(<genexpr>)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/utils.py:529(get_encoding_from_headers)
       40    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/threading.py:359(notify)
    20/19    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/typing.py:303(inner)
       46    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/contextlib.py:102(__init__)
        1    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/poolmanager.py:245(_new_pool)
